aX,aY,aZ,gX,gY,gZ
1.471,-0.033,0.093,14.404,5.676,-20.081
1.383,0.081,0.070,20.264,9.644,-1.648
1.325,0.108,0.070,17.029,13.184,-3.052
1.190,-0.003,0.058,2.686,24.719,-2.808
1.088,-0.055,-0.084,-2.075,39.001,-1.404
1.025,-0.040,-0.168,-5.127,30.945,10.864
0.980,0.084,-0.077,-5.188,22.583,13.000
0.898,-0.039,-0.118,-5.371,29.297,10.193
0.874,0.057,-0.240,-10.803,25.085,26.611
0.814,0.053,-0.274,-8.789,17.761,25.085
0.858,0.288,-0.252,-5.249,5.920,20.203
0.910,0.196,-0.202,-4.150,0.916,-0.916
0.915,-0.002,-0.082,-8.850,3.174,-2.502
0.936,0.095,-0.197,-1.282,12.573,11.292
0.923,0.140,-0.207,-8.240,4.578,-0.427
0.935,0.025,-0.184,-9.583,-1.221,-4.822
0.946,0.077,-0.128,-8.789,-1.587,0.000
0.958,0.034,-0.152,2.808,2.319,-6.042
0.949,-0.047,-0.166,4.700,2.563,-5.188
0.971,0.030,-0.142,-1.160,0.671,9.644
0.993,0.096,-0.150,-2.319,3.845,12.634
0.980,0.131,-0.178,0.122,5.798,5.798
1.005,0.032,-0.209,-1.282,6.958,1.160
0.983,0.135,-0.136,-2.747,7.996,8.911
0.978,0.072,-0.284,-0.427,15.991,1.831
0.958,0.103,-0.220,2.014,1.404,-0.061
0.970,-0.006,-0.189,5.371,0.671,-5.005
0.977,0.073,-0.161,11.841,4.089,5.432
0.984,0.045,-0.211,17.212,5.371,0.916
0.956,0.005,-0.174,6.775,4.272,2.686
0.954,0.074,-0.211,13.916,4.944,7.141
0.959,0.070,-0.203,5.920,1.099,-0.061
0.969,0.004,-0.160,-0.061,0.793,0.061
0.963,0.101,-0.194,-0.549,5.981,9.094
0.966,0.092,-0.217,-1.709,5.493,5.310
0.954,0.134,-0.165,-3.235,1.343,2.747

-0.579,-0.576,-1.691,55.786,-158.752,-92.896
-0.781,-1.094,-1.670,-7.202,-238.770,-23.010
-1.291,-1.180,-1.594,-32.471,-310.730,73.242
-2.113,-1.225,-1.258,-5.005,-468.750,135.681
-3.493,-1.838,-0.434,41.626,-625.793,177.917
-4.000,-2.365,0.252,91.064,-750.305,237.976
-4.000,-1.947,3.122,6.287,-1031.921,454.590
-4.000,-0.642,4.000,-175.049,-1027.710,638.184
-3.305,-0.044,3.764,-188.721,-347.168,580.139
-3.145,-1.775,1.886,-114.136,-188.049,485.291
-4.000,-1.823,3.128,7.141,-190.735,759.949
-4.000,1.545,3.026,161.255,-149.536,1047.485
-3.801,3.083,3.318,58.838,-117.981,884.766
-2.212,0.469,1.172,-91.980,77.881,121.033
-2.203,-1.009,1.080,-134.583,-12.146,-82.947
-2.185,-0.372,2.820,-197.449,-76.843,245.667
-2.240,0.385,2.937,-243.774,47.241,181.213
-2.584,-0.441,1.437,-370.667,264.282,98.083
-2.488,-0.297,0.376,-378.906,295.959,90.149
-1.950,0.636,-0.570,-402.100,230.286,64.697
-1.304,0.773,0.580,-557.739,-84.961,-62.073
-0.888,0.856,2.184,-647.217,-138.062,-196.777
-1.538,0.624,2.372,-639.893,48.828,-389.893
-2.130,0.035,1.720,-490.723,198.792,-503.784
-2.368,-0.449,0.067,-203.430,394.714,-502.747
-1.988,0.003,-0.854,-84.961,416.443,-388.916
-1.724,0.311,-1.056,-73.425,196.594,-391.235
-1.666,0.161,-0.510,-108.154,66.406,-439.331
-1.711,-0.130,-0.045,-82.947,-1.953,-512.024
-1.684,-0.349,0.002,-91.003,-38.452,-528.015
-1.665,-0.038,-0.004,-69.824,-71.167,-502.502
-2.218,0.245,0.044,-34.546,-165.100,-581.543
-2.827,-0.370,0.830,-143.188,-323.059,-773.743
-3.169,-1.349,2.193,-159.790,-407.959,-800.232
-3.349,-1.543,4.000,-221.375,-298.767,-653.992
-3.494,-1.718,4.000,22.034,134.094,-632.812
-3.078,-2.421,2.459,125.732,285.522,-635.986
-2.115,-1.864,1.894,588.867,355.591,-306.946
-2.573,-2.313,1.353,838.196,465.149,-132.080
-2.413,-2.614,-0.642,562.744,671.936,-53.894
-2.225,-2.365,-1.359,448.853,590.881,118.835
-2.334,-2.298,-1.545,76.355,470.215,195.374
-2.218,-1.909,-1.731,62.622,377.808,297.058
-2.220,-1.147,-1.486,28.809,253.906,384.705
-2.238,-0.785,-1.653,62.622,182.556,399.353
-1.731,-0.335,-2.015,54.688,89.355,369.507
-1.404,-0.261,-1.397,75.134,-81.970,303.711
-0.992,0.060,-1.190,75.134,-159.424,285.095
-0.657,0.229,-0.836,42.786,-252.014,198.120
-0.074,0.215,-0.175,44.434,-319.641,135.681
0.088,1.010,0.583,12.207,-340.332,123.413
0.145,0.671,0.121,-61.035,-257.080,-20.996
-0.086,-0.929,0.194,-176.270,-336.670,-193.298
0.039,-0.850,1.102,-261.536,-431.702,-157.471
0.413,-0.019,1.919,-205.017,-340.027,-9.094
0.469,0.247,1.385,-77.698,-186.157,-88.806
0.416,0.070,0.813,-95.032,-176.819,-138.428
0.143,-0.076,1.266,-103.638,-210.144,-176.880
-0.033,-0.170,1.838,-192.505,-183.289,-200.012
-0.066,-0.839,1.456,-191.467,-47.852,-191.956
0.008,-0.918,1.025,-127.014,-18.311,-64.087
0.182,-0.029,0.591,-8.179,-76.355,-8.179
0.223,0.114,1.367,-34.485,-159.485,-47.180
-0.095,-0.001,1.648,-75.012,-125.732,-74.036
-0.432,-0.302,1.340,25.208,-9.460,-87.158
-0.420,-0.619,1.005,11.047,26.062,-90.759
-0.135,-0.695,0.782,-1.465,14.160,-24.719
-0.313,-0.317,0.802,-58.960,-43.091,34.546
-1.184,-1.135,2.132,261.780,-229.675,-60.974
-0.213,-0.738,2.395,-73.669,84.900,52.673
-0.665,-0.817,0.757,86.426,285.706,105.164
-0.852,-0.671,0.392,-199.097,285.278,146.973
-0.568,-0.476,0.322,-270.264,313.538,176.331
-0.113,-0.031,-0.050,53.589,357.605,303.833
0.500,0.271,-0.277,412.354,319.885,319.519
0.756,0.205,-0.316,280.762,11.658,74.219
-0.183,-0.294,-0.345,244.873,-166.687,-49.744
-0.762,-0.074,0.588,-478.821,-441.345,6.775
-1.602,1.674,3.909,788.086,-582.947,122.559
-0.110,-1.128,0.993,-22.888,65.369,-106.323
-0.175,-0.930,0.625,-165.344,40.588,-72.021
-0.005,-0.613,0.486,-56.763,23.987,-69.214
-0.140,-1.388,1.270,47.974,23.926,-20.813
-0.105,-0.737,0.755,-0.671,28.381,-0.183
-0.029,-0.423,0.790,37.109,17.090,6.104
-0.125,-0.603,0.784,18.433,23.804,-1.587
-0.100,-0.592,0.850,17.761,0.671,16.663
-0.147,-0.566,0.760,23.743,-4.517,28.259
-0.023,-0.676,0.863,27.283,-0.610,28.198
-0.098,-0.609,0.801,28.687,-3.784,38.025
0.108,-0.396,0.995,18.921,-16.113,49.561
0.076,-0.453,0.776,-5.737,-3.540,30.396
0.072,-0.598,0.978,-13.000,-15.015,12.695
0.028,-0.658,0.724,-24.902,-4.700,0.671
0.032,-0.633,0.786,-7.324,-0.549,5.310
0.108,-0.558,0.872,-3.906,-1.282,-2.075
-0.009,-0.585,0.799,0.549,0.732,0.061
-0.015,-0.566,0.809,1.587,1.343,0.427
-0.014,-0.562,0.828,1.038,0.732,0.671
-0.017,-0.565,0.847,1.160,0.854,0.488
-0.020,-0.553,0.840,0.366,0.610,0.366
-0.018,-0.561,0.835,0.916,0.488,0.854
-0.019,-0.565,0.843,1.099,0.793,1.038
-0.016,-0.566,0.835,0.977,0.427,0.732
-0.016,-0.564,0.840,1.160,0.732,1.160
-0.017,-0.565,0.839,1.343,0.793,0.916
-0.017,-0.564,0.839,1.099,0.549,0.916
-0.018,-0.564,0.839,1.160,0.671,1.038
-0.018,-0.564,0.838,1.282,0.488,0.916
-0.017,-0.564,0.839,1.221,0.671,0.977
-0.016,-0.568,0.838,1.099,0.549,0.793
-0.017,-0.566,0.839,0.977,0.732,1.038
-0.018,-0.567,0.839,1.282,0.732,1.099
-0.019,-0.564,0.839,0.977,0.610,1.099
-0.016,-0.566,0.840,1.221,0.610,0.977
-0.017,-0.567,0.840,1.160,0.549,0.793
-0.018,-0.564,0.840,1.343,0.671,1.099
-0.017,-0.567,0.843,0.977,0.610,0.793
-0.017,-0.564,0.838,1.099,0.671,0.916
