aX,aY,aZ,gX,gY,gZ
0.983,-0.031,-0.122,3.357,2.808,-2.686
0.987,-0.046,-0.068,4.578,-2.319,-1.099
0.989,-0.041,-0.060,2.441,2.380,-0.122
0.993,-0.002,-0.045,1.526,3.357,3.357
0.999,0.003,-0.084,2.319,2.441,-0.244
0.993,-0.014,-0.044,0.610,0.122,-1.404
0.997,-0.058,-0.052,0.305,0.793,-0.061
0.994,0.021,-0.053,4.272,3.479,1.953
0.983,-0.024,-0.088,0.000,4.211,-0.732
0.984,0.000,-0.079,-0.488,2.502,1.770
0.984,0.025,-0.076,0.549,1.953,1.526
0.977,-0.021,-0.076,2.258,1.587,-2.380
0.978,-0.026,-0.056,1.770,0.854,-0.671
0.973,-0.016,-0.088,1.160,1.831,-0.732
0.966,-0.018,-0.066,-0.854,0.488,-0.427

-0.010,0.666,2.104,231.934,-315.247,11.047
0.069,0.691,1.879,223.267,-204.041,-21.301
0.062,0.681,1.580,218.872,-158.142,-64.392
0.052,0.595,1.877,216.431,-170.837,-109.558
-0.200,0.483,2.487,188.660,-149.658,-166.016
-0.364,0.427,2.101,214.600,-39.612,-220.947
-0.675,-0.167,1.725,187.012,9.216,-295.227
-0.835,-1.016,1.939,153.015,22.156,-353.577
-0.860,-1.194,1.912,174.927,69.275,-312.256
-0.873,-0.859,1.547,143.066,160.706,-265.930
-0.932,-0.843,1.665,62.012,178.223,-294.983
-1.263,-1.218,1.360,13.184,244.080,-352.051
-1.239,-1.682,1.085,-51.270,230.652,-383.118
-0.992,-1.591,1.689,-72.876,180.115,-319.153
-1.270,-1.807,1.675,-62.988,250.305,-319.458
-1.289,-2.158,1.562,-58.105,268.799,-292.236
-1.423,-2.371,1.402,38.574,277.039,-228.699
-1.209,-2.300,1.268,40.405,287.415,-123.962
-1.154,-1.337,1.090,136.108,293.762,-18.555
-1.174,-1.395,0.513,127.258,317.322,-51.514
-1.128,-1.720,0.259,129.761,294.922,-16.968
-1.018,-1.499,0.228,156.250,228.088,25.635
-0.896,-1.515,0.236,114.319,203.430,51.819
-0.793,-1.525,0.078,114.685,208.679,84.900
-0.614,-1.218,-0.010,106.384,187.561,149.353
-0.418,-0.790,0.009,113.159,171.021,159.973
-0.268,-0.641,-0.135,102.112,159.546,156.189
-0.235,-0.717,-0.031,70.435,133.057,146.912
-0.102,-0.632,-0.212,71.838,124.390,159.241
0.039,-0.385,-0.271,110.168,86.121,166.748
0.271,-0.115,0.257,104.492,-0.122,148.804
0.331,-0.048,0.524,57.617,28.198,120.483
0.398,-0.266,0.163,34.607,54.077,96.191
0.401,-0.438,0.074,45.532,34.485,91.553
0.472,-0.382,0.220,53.833,13.855,112.366
0.578,-0.091,0.206,62.073,18.188,125.366
0.643,0.147,0.148,64.087,23.621,107.056
0.651,-0.023,-0.002,42.664,26.306,73.608
0.626,-0.381,0.015,19.836,11.536,60.852
0.626,-0.445,-0.025,30.273,9.216,72.449
0.637,-0.375,-0.095,35.217,7.874,97.046
0.720,-0.030,-0.171,67.749,-4.822,98.206
0.834,0.239,0.203,46.692,-32.410,87.524
0.876,0.298,0.257,54.199,-4.700,69.092
0.873,0.187,-0.049,47.363,33.936,34.851
0.811,0.082,-0.383,4.456,29.785,28.503
0.844,-0.060,-0.132,-49.377,-13.489,17.578
0.850,-0.016,0.201,-57.129,-5.615,41.016
0.887,0.370,-0.113,54.565,24.902,42.053
0.919,0.174,-0.125,37.415,0.183,6.409
1.000,0.081,0.100,56.641,-0.061,10.620
0.943,0.064,0.088,303.040,36.316,34.973
0.947,0.041,-0.457,337.097,50.415,65.063
0.999,0.611,-0.052,214.539,-30.273,80.200
1.039,0.628,0.048,143.005,-22.278,46.265
1.028,0.399,-0.208,21.667,-10.742,9.399
1.069,0.227,-0.221,-76.294,-32.471,5.249
1.067,0.515,0.060,-114.685,-48.279,11.963
1.059,0.039,-0.235,-143.066,-28.198,-13.245
1.052,0.261,0.003,-74.768,-43.884,24.719
1.033,0.363,0.168,9.583,-38.269,14.526
0.990,0.020,0.012,-46.631,11.780,-18.738
0.887,-0.014,-0.055,-61.462,0.671,-7.446
0.934,0.178,0.130,-22.583,-21.545,5.371
0.958,0.260,0.101,27.832,-1.282,-7.812
0.903,0.025,0.021,28.870,-0.854,-20.325
0.900,-0.005,0.034,20.935,-4.517,-16.785
0.832,-0.138,0.022,9.583,3.662,-21.057
0.883,-0.005,-0.190,-7.568,8.972,-2.991
0.906,0.114,-0.140,-4.700,-8.484,-4.944
0.873,-0.154,-0.041,-10.681,-12.329,-26.184
0.957,-0.050,0.115,18.921,-10.254,-5.615
0.925,0.010,-0.042,28.687,14.771,-4.456
0.967,0.028,-0.190,14.832,18.921,-7.202
0.968,-0.108,-0.260,-11.902,4.822,-4.639
1.014,0.083,-0.211,-5.798,-38.452,31.311
1.210,0.141,0.049,-15.381,-62.805,35.767
1.058,0.279,0.312,-17.639,-28.198,70.190
1.007,0.344,0.042,73.975,5.737,54.626
0.968,0.267,-0.137,-37.231,14.099,-6.348
0.927,0.044,-0.280,-78.491,6.042,-20.386
0.920,0.315,-0.187,-44.373,-32.898,-8.972
0.845,0.290,-0.257,-176.453,-40.955,-31.433
0.874,0.084,0.324,-376.343,-103.516,-86.975
0.910,-0.000,0.230,-109.009,-41.626,-61.401
1.016,-0.204,0.157,-36.804,-32.471,-63.049
0.982,-0.404,0.171,-16.052,-31.494,-56.580
1.043,-0.473,0.203,8.057,-32.410,-29.358
1.038,-0.474,0.352,55.542,-38.513,17.761
1.045,-0.354,0.441,70.435,-5.798,75.562
1.064,-0.126,0.477,72.571,-0.916,100.342
1.047,0.040,0.508,41.443,31.433,108.582
1.134,0.198,0.461,74.951,57.556,96.436
1.052,0.223,0.440,66.467,69.519,70.313
1.016,0.191,0.264,72.266,98.755,51.392
1.026,0.191,0.139,46.143,106.995,49.805
0.990,0.219,0.018,23.254,108.459,52.917
0.923,0.300,-0.132,-10.193,103.088,54.688
1.031,0.371,-0.206,-23.926,94.055,45.044
0.983,0.330,-0.298,-52.673,57.373,1.892
1.007,0.284,-0.303,-33.813,26.550,-11.230
0.958,0.158,-0.214,-20.996,-8.911,-21.118
0.933,0.131,-0.124,-9.155,-24.780,-7.507
0.904,0.170,0.007,7.812,-21.240,-1.831
0.883,0.184,0.058,18.188,0.732,-3.418
0.878,0.177,0.024,20.874,19.592,-5.127
0.901,0.160,-0.076,35.706,37.109,-5.310
0.919,0.145,-0.187,33.142,37.598,-6.958
0.942,0.150,-0.219,23.682,31.372,-7.019
0.932,0.122,-0.224,13.428,17.090,-10.986
0.898,0.091,-0.230,9.094,11.292,-10.376
0.960,0.111,-0.206,6.409,3.784,-2.319
0.988,0.118,-0.194,10.559,0.916,-0.732
0.966,0.116,-0.182,8.667,-1.587,2.747
0.975,0.134,-0.162,4.639,-5.371,5.371
0.937,0.166,-0.119,4.089,-8.789,8.728
0.970,0.202,-0.082,5.676,-8.057,6.348
0.966,0.217,-0.031,10.559,-1.221,-0.916
0.979,0.159,-0.084,21.484,17.822,-18.372
